,DATE,WEEK,COUNTRY,PAYMENT_ID
1163,29/08/2021,36,United Kingdom of Great Britain and Northern Ireland,c3c9a7def1c48dff7065876e7d158bc8848d860769cd99d6541f88eb7fb0875a318995de718b947b13198685abb19b83273194583fd2bca96949a9e3eac7b24192608cf14135bfd6ba67ae711933826d7dfcb937eba38bf4407ba1457985ac3748de8b72c18cb420b886a663e5afbff3e735bf6f9c20bcbd5ecd93cc2e81b4c0952ebf3c1baaa3f8ca1faa31818eba2664aebc7c75e28f1ae1babdd42e87bceb892db8b440149f780220a575259b8aa982c0a0b3c2b697cf77ce88f58d6f846a5e99a766fcbcbca01a6f8e397ed5959cbe059ebf01d798adb21f89fc2d258175e56bae2fce9987fbe76cb259b195bdac9a83a9de77008c6d8f4a86d03945acbb82259677bd279b66c8ad942b8b9ba06d1df29b855d60996bc1e1bed1e647b7d685bc864ab87980d366e78e92bcbbbb2161949345ed6680a2ac71bf51c59daaa13e02a4df6e2c8d40789cb06250b3afa6d386b9e84a4e9657fa90a90cde87b87034c0a17cfb51a2cecebd849ffd61b1c44c34a8c766693811b76ae01f78b9cbf9df8a0175b218f626c6e87a73a249b372f01b5703b14839cd5bca46e2affb1a1850c9e2f9b9faf48d4dd849a6d37b5d269a69e79daf386bb67cda326f44aa9b84314adec6b9baca3a6988c32d2e7aec5b6fb98548939ab70057dadd480e1a507856f8e5444e1bff5bf82a6b37880a928c6dcb1224d77a4e49cdf8a903.28E+09b57d82ae0144916c25afafef13d495a96fab8432f57a9fd72405a6e2aa3593f2d6be83352725aa24433fb957327c9a1341ac9f29aa0fb61e8ea4b24b941e9a61da3e865ec79ab0a1a4f28c084010bc516f42b3283fa0906acff79eed9d1a99c4fc1fbe4ca6fc8cb62b1fbccc406abe8e00f3be1b30748f701371b4f7bc4194cbad19afb7049bbb196caaa707185d89fa7c0a9dfa388da17021edad7d6bf597672febaa8cb3a58e5b14d4a5b7060385bf7bf0a49434669d2020dfa18c64bd9bde1d128ef4e1379bd8b5eba9b1d746b085fa01bb194068a9adeac5b2441ba884abb1a7bd66d9c891df252589201c14b40b6813b97dab11bac35b9cbbddb3be9c9373c5adeb7ae988c81eaa87c75da4b768a238a8125199984ed5c99533549482c906979a5b41b5a2ad1449b0c22f45a8dd99ff9a9c13d8b04293608cc0fab9876ae919b427ec2f843ea05390a0379da10caff79ead48299908e743aa12167dafcb9fa4b4095bb5b8fae2598d8a6d2cb089306eae41d9f480a173eca2823dcebd8e0cd3b1915eda82b48217aa0b2f67b604e4688c9fc459ba793e669b5a53f3926780efa1eede0aae0f39a2adde526982a519649d57c54d828f4a549950bfa88da20aec8110ab7eb10a650296944c85918e504483f47031861c5c8a87875dcdb6c91ce7a11bf7a5ae8f08b9883fa88fb52b2a9088a36322ad32cc61980bc651bf09ab40811560c1aa41da0cba035893b2df6e4db3831be1a733354fb715e76f8d99c9a6bf8dbf2b8868b26193cc9614b12a7a8697df203fb0228b64a51c6c1db92b51af8addee3a9e1b2a3aa3d17f10b2636344a86bd3d3ad29d88d93c37767aeabe25fa552eddb8cb14565b1d27c6a8763aabe8295abadae0011f4aa20c96a8cae700aafd0cfe8be3fb701b68e3c4f9e85c2f8822af4c486cc3b72b6a09b1cbb1f973fbbac1a63bdcfb1ba9700a1499e932f10a142d84d9f92b215bed74e5dbbde0b58a1692881a16bf6238b75a14fb695fc9f81aa6945aac012efaf18e7d0b7f7a73dba8a01159e5e3869a0c978cbb0af50b5a7ba7d9e9e23b4448d1182ea895c80adb58944a4883c2662b9888b1e96a05721b9d6f272a7554a32ae2a255e94979f7ebd498f97bab8d2608efbc22395d4a17da19594379acea623a79f175785734de68d0b239a83b38721aca9c7b3a85598fe88637db6892cb9bbb214b4a0a1713dbea1d1fb0d961d01d1b5ef5b68919cf2f69d395cc3bd852d6a878f98e6bd98ef17accce427ab88b58e956620b8954eba4a93e6b6b0b32da96fa6bb12da860c187c9ad86d5c973455ccbc6e055bbc96a514a09c36eaa3fdaa42ac1dd96b8b22b61499721ce4a529b83ea36caa40928b7064aa19618196556372a588065792ab80e289abffcd962e1b1a8a95fcf9b8d01fb48152dcb8aab58ebfbba999fa93fd8cdd85cf8f4f9fae5d888a8ac49085e455b9a3b700af8016a80286ba23b3a7901e2381aa067b9cd07a7db39bc525b1e9d6a9ae0d2b41a6c017cda0f29d02b4483346927b9ca4aae73d36ac979f5e878645a1bce1ef7985e2741bb57859a7a7a7f1e497abc6808f975449ad8f80bfa1ce2dce8bf74dcfa0544b319d2f215ba048920cb71dc1e8a6fa7b55b0ab58cca49e484289845c79bcb453848a9678dcb31988fc86331b11b983d77ba4fff895b90bb337b3c0887e870ef995a6a5f4e6a4f7e212b9f53474820e9071b44fc51298e3b09ea73b31208207b86b9b02e414bc70c0948a17bb2f94c7e08da1605cc8ad7bc808a275010d94fab5cfabe34e6eb6882a219145236f865b3.19E+069560be5a3ebda2908abb877fdcbaa9058e0e97eadb71948b9836a3ef620584abcbe590be5392ab004fcf82a24d609ed1d3b98d644f2690ddeaa793cdb6e896fd4b92a78ae45fbfe4216e8d9ba214abaeba488bc07f65ab6211acbc33653da8e5fc85aa576cce84f20bd7b682297886d16529b062cb12a12a60749a017bc48da440a184c1bc54bc2d90df93adb8c7860fc675a9ffd805908eedc581ad7b33a33c32f7981a22678a3d4219840d050a9e28eab9f62c864a6c57971bc4da769b216ba6bbc49904d86527c9db11095e7b4d18bffa5e5c97d8b085d9ca1342d02a7467e71b97e167dabdf86a78accae92863fb139af90b04bb158206995969b64b5da9809a92ffa14b63488b398130d52956fcfdbb6e9585db0ceeb99b133de1cacfc848cbedef33784ab25f0b755d1b181d354c6aeaee69689378fbea95ab81ab2a94149952b55c48de1b3199f2c32c8b9f32e1b8b2fe609a8ebbc6f8d685fa39baedd44b7ceefebb409c213bb07fce188529133857ac6f182d271e68cabcf058180d333b5f73fdb80ded2cc8bc22277b95dbfe3b8e0bbaab85d49f3ab5551be9f33547ab3a1bde98a49f518ada078b7a84cb524857935fab15973d2a4af1740b9800edc8409bac78f52350baae6d4c881a65fcc98a436f7813a5629bf05fbd590bdbe7fb0cfddcd8ea4c9b59e233fc58faba017adc2743393caa2c4a2e708a88800852983466884af2e9acab02685ff8ee7b2f78813560e83db218b86f2e760ae767e6090efbc179d87ef8eac4e6aa697277eacb32917c48e31c91a9ae0f04fa2314b9b967550c892377ac8806ea9d1b130d8b0bbbbe8049900ff84a67bd50b992612a59263b8bba8498980590ebb87cb4ea3986cff9bb708608bbe49ba12b5ff8cba8c3a4263980d41699bd347d7a4e9677c93e090eca8c86a3a852684aa9bc1dabc8d4c277a98dbac8eb592c3d484ea10ff950506968aaeac1389604.58E+56ff4ebca3f8c3a682d2aa8f979b488418ebdaa24c631cb244864395159c679ec76b0b873df14fa8b6a4b0a1c7c1a2943bde5d9b0e8bd7b95847ffa8e067f18be0fd02976b2fea810379c28e5e531daf34b57a92caa60b9d2f50218bf59165b5a8d670b760700797f8ef9faf7769958c8f2e8abe513024ae42342f8eef5129998a48bda1870386aa044f9381c7fababd5292b4bcffde359f81d8a688876b818c2edd19bbcb9530a484bb7aaf3e523895dfc09987770af7b969212b94aac591a10eaca8ae687781ba29a0658f6f54f1b3afbe66912a85f3ada8eb6d815d0d008b1fd4299e7b0a6b83348ff48ef010cebe83a6f0b00c2e4f81328402bade58a799cfb64b9bee4a889ecfa59aab2f2a1594d8987ba5cc03bfa5d60e3691bb68d790a298f1bd8bc5b9bd8c700b8aa37e0581cbb8a78e953d65ba5223ccb3329989b3e9fe68a817624999ac5da7be6be6c4accf4b1094a352889678584e8e25392699a4e07093e62d6baa3f0e4f99067023a9056151a1f947bbb5c20622a1fa5e8d8afcc62289d9e7479103444dbf1834a6bcb9a4768eff2ba399ef6fe29dcf1cd89fa94c47acefb86e913e78c7ac108eba886e4f9c9ba71d5eb6cd0af1a91a1d7fa05d7229986f08d0b375dca7b8e8bb489bdceeeebfba9ca3bf31230d9fde0c1c9779243d9271a95ca5699c658ae63915a1c370249a5fbe2c8cde02daa39f9d9ba0228376a6141655a864a6aa88df95d793fb6e8e9eb85b458fb94168b1ca1304ba1b86d994e8a70bb02bdf60bafdd460aa5d9e77bf7310a38c35199c8c6c1bbb8ea61ed58afe1ffda04cf67fa34ff417a0d16e048bf96282a16930d4a9ad49e191545e75be500c9486fa95fb8412a9f29dea0d20b573c5658f55417c86a4a0e595d701aaa9e83893924b1c3b8c49fd11848a7b1aa7336f2988dba430bfb89ff0861f0f3b885caae59ad3e6a298a978c18d9cc2b3b14dd1fba4836e648032067b80f285409f9d56ac93e2700796812e19baf5cd4ca0b99402a25cc482b3db0a03b21ce52ba5da3134a10e1bbb9860e577ba87c3239b99aaa9b9e3dd599c490b8480fa1d6689146b76963d70caa458c7faae229c6cb188b251adf569f9a57f2d90ba874b7bbaba79f580e088059215ccdb913919ada622272d96e8a42fb3e59e34b7b5cb6ebaaa5bbab80950edabd9b945948185c5856d4f838411b8b7a94eddacb951ae78918ca4e28b87cb6e81135f6a8b7e265385ace59084c8bc158ce886e998c24963b633f5d9896c1840b26c2c39a98d9127b9c23fd48d8c2e90871eb4c79e86dcff8b5396078fade28cae4cdf1281128cec940fba08bb8500b6a2558e6ea8f94ef993c6d49d869c3060a8f2103ca5004f06a1ee27939a291175aff5602ea1102db89ea1e9d1a3aa1c3eb1b09646b4c3b9d983dbfa60b6de809d9d1b3e7e98d609afb6dc6a6595e5d1a780f4b8d0bb92deffafe2412c904eb7e9aeecac1e932573ea98b2cbcd89e5ff6a9fd07ffabfd838f687bf24f287438b4c969cac73827ee27bba9a25df8e35a12b95975748b4afd67aabe93b9e9b3e7fd18d58261c89e76519a6b8e726aa625d548c3da022bf28c54f932ade3787166e46b8e1e8df86e25939a615d6d09e4e6781a5276a9ebe455c5d8fb13ea595c9537bb3129274b91fde7ba7eaf35587ed0e8a8c913500a237f38e8cc8baafadc4e485a93fe8d78c1dc8ec85602b118bac256c9382bb898b678.61E+1088b18ecec342b61a0241b43eebaa8b1c4cdc9c946b09be2b655a8c6aa97999558035b2e26812a8f768b7b6843cd7ac7c50b78c1af1d681c2ffe79f82f147a8f0bf2bb4de8d5f8208bed5a5d9bae58239c05d9f455904a45e6a218c58aee3bafef9cf9dc0ebecb5be6ec1b00f3baab99fa468a7710729aa55b717b5c693e2ae70e8608f3b93a0b109325d9a00c6929381e071bffaf2f0a8e5c2fea8e4fc0f81035b2a8b1fde94a1984a23b1d7989a92225bd19d9fcf99a52a1.34E+26f115a9d3d8aa8b001408aa47dee6bf1de1b98eab13599ad581319c46c5f9a33ff029a4a3d9e79fc42a8fa046b4a58b686147884e0f8b94c17.14E+583030866f5fe4ba551fb99f6cf57d8d42d2ab9011c2efaa619d028f437ff68f6185f1b7f2e274845d6b7284d4855eaa6c87c1b4122f429c6cc7cba13adad5a0a633b1bcea4e1e84c546e4a54d1373877f1015bd14230f8726eb368120832e8a50f86d83af0285a665ae4baa03c181a40ade8e906546f99c4a21bdb089172b889dd7c0892b0db1a67249f390de6.87E+355a2786418445942a5b22a735852680cf13ed8961e12ca1e36b64b301f2f7a64181518c76fd559e205528840797dbbc28ff24b9479b8da090854d8911254dac94abb78cb0ce85b254e7e29067823d9adc158fbf85b1afb3ae0d87b8730f56a86819d2a4e5564bbcac02a29ea28feab499b2e190d7ea3e9426d587a6cf0aa18851a57c950f3ab1ad1e4c1c9024076e87cbf20d95fd2c7487ae41cb94b4a0bf858b57b2854cbdedb2f005b0a9749d49bb7cc490a3459f8390fbbe6893a06bebaaf2d2a1a903700dbc9fbc04a9e52378943d6d8588491675a357b9afb3659a66a511cce39f6de82e98d6bfc092d2f6478562dbd8951f4e2fb2e0aa8ea98bd9f18ec67d14a6e55009b73c06ec9848cdbd99dc4ff6a82b0ff785eefbd78d38e69486ce7305af3b842c8e231e0dac364c90b3fb041090fe5d82a0eac18ea73c2137876ef0c59a3d217191c7eeb9b3e4b6539ff334209a783a85b62d756b94fd3e9e9a75edfe97ab49a09be8ead698d90ff99a9b702d960fc8fea41d82aa99e6182892cc36739afb69868c51cf17a7061f31a6efe51cb07a7adcb1c0f58c87e3fe598d6b32e7a4a3dee899678e5fad0d64b3b50ac18ebea40f65951baa6292c3eb828962b884bcbf5ed18cdad04fa95042b3b22102538dc99f8dba3614f6a1f354089199af519816f83a87e06ab7ac143f35a9a55c8baed2f0caa6431b7eb69f0d8d9b2b8d0e96d4e9d49a2b4ee0b0ed027db5c000a1a71e9fe28b7f2a38825cee0a8eb66b929d870f7790cc4a5994a8c3e69d281154914acdf69292c36e823c1a179d9d7fd9a24b26ff8d9de70688a1b71fbcf7852ba7248.76E+113b2d95b9c9f8b9c25.09E+120534845fcaa49fd2e955b46e84e28144a184ba1081d8814d6a499bb6cbc18784d03d885eea1895d39fd9a0d8bd8d80335cb5bbfca86fbd996f30974f46c9bbb80f05b8d3e0d8bf9aab22ba8613cfb74f100ba93213578ed1e957821d1f4eb14efc1caaaef0208ae9a9b6a435968a9ff4772aa6582782b4a50588a89d80a6af17892dbbac018294ec8ecabd0b5c54b42edf2eb78d804b9238551a8e49843db738ec68b3aecef6989b41c4b5ed4e2b80daded7a6de75f5a64922e1a9a750f0bbcca35a8f62e10aa67b391db185833d9017de239c4821b480ae5bcc8cccedc28b2dbea582a160f58f15783fa5af442daeb3f8eca070d0e38e97cde0b5c735d0b2290794adde71b1a9efbfd886a2b0f6b67cb0c7b7169c6c95fdd9b8aafde7c3b6ad5f8d946f48d5aba14a12a084fa9bbf658e478f8e46d183617d328bd42c938c70501bb4a11539ac99ad0c87a2e9b5b32166ae8a646034bba8bc08b039
1277,31/08/2021,36,New Zealand,c36aa5696377adb4a96ab8ba79e6ae72cec7856d8.12E+065474973575f4bdb01bf88a79f29b95b38767a1f2f15a86a4
801,25/08/2021,35,Morocco,c32b95117f20a452
1251,31/08/2021,36,Cayman Islands,c32193af0f6fb785
131,12/08/2021,33,Hong Kong,c2f5835c
144,13/08/2021,33,Germany,c2d381595ce783f8ec91ba4f8fcca2ffcac590123489b7c849ac8b3d2d359b10ccd282b58641bad74dfe96821622894fc7a08decf0db97879e06a211f7f3b811d675b41977619dfb5d028c29f0cc9548dfd78a827e24bf753ddcbd7f2a1a9409cef3838163f287ea256f854e186c9c328c218795d209943f5fe9a086b69f97eae87dbe961983b10e19cc9db66be285e4add7b62e2cb0b70be5a6b3245779be0f1904a9c85f7a845221ab8ec0f911b5aa551995d907f490ae6d379827579c9d0b647aa5c06456ac825986ae233ac9af7f8c7ca7dab4e994f4a9e8a660a536b831ef6cbe444604974b1f0d8807b6af912e64ceac56fe52ab2046b5aaf45d42bf9ef1659df8b5fea232ef43839e04078b7d92d2bb52388aa0f8f2d09c5ac5a3bee3353b9dc0ca8c88b082acac637b5dbec88f0fabbe96eea75a68d09942bbb6ac7b6f9b94017e4c93590153800b33c9b2d327c5bf3182799c4a4d68af118069a86a75e5a0e79640a3410819bfaba7c6baa3ded2880e5780858998c2ae290dd695ee9a9fbf84b84e94700870883d488497a34c55828e03a7a5d5bbc0b348e3daa166857ba6dc639c8f98cc11b2b7548ab57e66509a1cac0b837e8d82b8e9ca8aacf4b277919842dfa3d7440ea9b8f4a9987cbdf0bd84e46a839725d480708c46a939765296b4b665978b90fb842df2659d8c309dbabe1272b67f9c47b2c3e4a4a988546ca3e628479eb65418b4723d7d967e88bc81dd8398a8d04239a598083381cab9ce9f84341d8701b8d6bd6e6000bfc6b7cdb029173683f759358286f3d39c6508a58fc6327eb91907dd944565e0b21b41ff8d45fff4886ae4f6a9a85732b24a36ee84efaa888e54681584a9253ab11f40e9ad6753a6ad0751e0957c69f280698526a056984cbef4d063878fe5eba81c2785358c0babfa87c5b90fd480b552953c814888779b166d9aa74b7599bfed5a97bd495580b2292966a7f435859ddcbd4d8f6d0ba8bcb93ee5b9ee64b1be3a3a57a67d16c39ca22c12b605529784cc70f49f6cd588b91ec2fb9c98bfa196db
143,13/08/2021,33,Dominican Republic,c2c2bb06
50,05/08/2021,32,Poland,c1c3aa0a6c52a824
268,17/08/2021,34,Bolivia (Plurinational State of),c0e38791
203,15/08/2021,34,New Zealand,c04b9ca648b7b036c2cdb17e60568fef61548060fe308df4d0ef873eab258f2fb1f3b7bc0fb8bcb1
39,04/08/2021,32,Ukraine,c03c9245a2458e0a9fb0a77ca599850dd96aa86b
792,25/08/2021,35,Ireland,bf21aae86fdcbde9674a911f1bdb8afcb9978afc7563b1e9b3a6a0510815871d25559c86459d83db3fe0ba72e0aa936daee0b3e691e29fc3705ebcdecbcdabd4a5d68de098be935b76f88eb7d75086010d09872e611f8cb5791c851828aea17b837cbb929e2a897af9d58d2fa0a997e31c778de14.36E+056d48ba1b0adab4cd505cbff17f49b800054f96928587af806d02b485b852a206651c9c3b9d5dad7f29568044856f9377604b844d3767857e0ebd98ac3cf0bb299dda80134336bd596fb69e7839948368d70ab79c71f7970368c7881a2ce687242da28135d408a2520b5d957ec06f8a924c358c656fc8bc85a04e85b4940e87467561b5e245a7b8d7aea28f3e6befad42dc84b90bfaecaa9be02e80d532a99baac83d82c5401fbc69cf37960383f4b04fcbf1a84aede483b670789041c42abcfc83bdb32e2a938a6f75c98dfcf2f8ac35ae3cadbbb285b73ba763a2932ab9a46d25098c650b83ab46663daa8ebba1932b326c9499dd8f9ba0ac19b20ef75fbad95fb98b076a9eb371858ca48a8e30b2a8bc39a0f73ec38f71244d8d0a8e6aad435fbe8b3c7c109327428fa4de4718a1c1d1a6878425b498256f899bec4d7f8632488e927e1fb891b8ecca860968cea5e93d54b2182695b1ed1966bce47980961a636aaa66
528,21/08/2021,34,Switzerland,beefa2b01f3bbb3cb0fe8a8def18a6dfbe6fb973fed6b293aedc95a63d5c9f6b933e8a91d80a800f540eab454d98bb9f04568c074134a8308121915ee7459f00655da8a7e97b80744e9b9bc0ed6d9e54
1096,29/08/2021,36,Bolivia (Plurinational State of),bee19b5e
514,21/08/2021,34,Panama,bea4ba1c388abcb63e88a7f3
657,23/08/2021,35,Ireland,be2dad392990b914cb6bbc7c82b3afa2484193c349ab9e477e64b04cf843b38a3b279b1829ccad05aee0bc091ced8eb6a951ac7028768c2130c493b84d989cd711c790924e6bab00d7bb9781ffb0bd25cac3857ca82384e7443b934b6641934777688be5a6bc9ff1457390cd3e2eb5a970f5867b67a4a0d3cecbab9ae317a3dba7b3826411159d5d2ce68e70c279beed98fd87ad50478ffdb48e839eccac83776855b43e354fafd5f7fd9f55bae38e32d70e90b1b6db8cc956d999cfce1cbe794a81a6172107a8e63778901e1764b9e707d5a53211208bd0405d8c403070b642f5aab491a9dea3a94440a3822449931d7ef7ab418a858c01a1e586a5b085badafddca35161691090eeab1bc697cb1f181e5ae16275094f2e0198b085e53b0f57200a32cec40b05d9351bdb15b6f85a4e3d98bde010ba3be6a23b118694dbdee7dea912f01e986f96856adc701269d277ecf9967b1c9943ce39599c551b79576d28ab964d9fea3a2e86cb7ca26c5aeb1b206a7d64bbab7cfca94a237dcc18f0af42a93a2a24389ee51ed975372adb26390dcb6ed5b1396b27d69983c5e1bb98c4e6d84bcb5df83a97f6db89f34d5b91cd5c3a52f52a9b122988282076b1d9ecd221b8a6cf9d28722aedea2b48a718ab08807b78fb2ab91eec3caaeba239b9958fbb0b07d1f37bc031008987e5f4c9a42cc86b541a24ebbe3d4fab3a5f10095b2dd01bf1bada89c6da900b1ac1d3a84ddb8af94745488b23427ddb34620fba371b955a316676d83cd0ced975e32c99797b82392c44456be77a8fc9fdc81efb200f57ebb57f4039ccf12c29d02fd7db86c0e7c8d37dee482802da49590938fa736bcd18b4e024996c6bda98a96297abd472d7bb120d78ea8ab52889f8f56e3acf2a1b188c7cf7fa86e
574,22/08/2021,35,Ireland,be1eb8b8b91e96f5b737a1f6c1319326547faf841d67b3cfb929a3901b53b3612e6cb449da7cb661cbcf92768d83a6866a31be5d72779d35c1029697066c8f8ec635aeee106081868d5d8a27dce39dc337248b476a97ac284b95866c4881be641b7d801470b596d69202b7f3331489c41e0ba7d40819b63664fea68af3e987d05646b28b164b96206a76bf08b430868b398e9b88d35aa4df7930a9fd0a849e64801591c0e85bbb685805b2dda490a4707babbb7483f1be8f8e859172e796ae112f58b91f0db7afb25e619fd4f6afa78063919cad975f95834578565d0cf91a48.06E+12334eb34f7a6897e706be8b8e25059b378f319714988e88a1a51ebfc39889a9c80941887c2d9099e68c92a53fd7afa19d6f8bb9631d0e8686c1d9b4d80aa981f6378d9ebe6.80E+05f5db8ead663b9cfe36d9a2d6dcf1a839a96e8d828595b4508947b270cf67ae9a60dd99e3d96f88205351a3ebf51bafef277db92ab7eaac0b8e7e96b6d3b1854008bcb66c32fc99df988eada02e11ae690ae096a9efd3a8fdaba68adf1293a0cc42dfa683504ab5b79316bc2f0243a9835fc7914fcd3d86468d17aa9f807dbb35661192c004bc82309c01b59f0354a5bb7fc4a5ffce49beeedf169095a1dfb5f0bfbe9e96c3efbbb4a4cbaf3647e0874da3128aab7cc68349c58b8491b2478bdc3fd083a277f6afd8f112bdb4a4c080c521b6a2ab610398f8c327b86b5c5aaa4ad119a2aaa46881f41d55b736d79aac984b7da663e4749eb2bc158abe14a797c7321d9bf381cebb1a07618f6d72f89a0031dab8fa091d95fc8500a08806d29008a298a44a2f9f995ffb66848b05d4b9b2c2e9972510b38c71d00bbab60f7385744442a9efb145a9df33afbdbf9f4f88633e05abf17a66808d7be693716903a1f4ce28af26a6a386d6d50981562edcac000e54a6b1310a98687b09a481ffb7a0413104881c6309801e537c906d3050ba89
162,14/08/2021,33,Italy,bda7bbc3cf92a3ec
802,25/08/2021,35,Netherlands,bd1e861834b09c4ee1f49943de6faf2f65bfb4e8
1029,28/08/2021,35,Finland,bc95866c6e7980e3
826,25/08/2021,35,Turkey,bc808a8e72b399e54bcdad1139838d245c4b88c1f772a4e4a916b99696d19cb7b60da47866ccb81aac0bb5edbb479e92ca7b84e88b27882031739fdf3639ae091f73b68b810ab343292396c42040a78d2247a6f3cc7f87b555928c78a173a2e12607a9ead886aafbeb498ecfb824813bef6a91d417e182ab8a6caa4931378fc623f69b2676b8a19ea0c1be0b86feafea5b5ba1b685a699e35f019cae8c80a17b1325ae7ca0309c0a137e9f23de1493c40361825c1161b77438769dae58f08f8f303d90aa
667,23/08/2021,35,Mexico,bc2fa1f74fc9b7543b858952ef8db7ec1c74ac99c12bb56eb2f190a91096a84cb3fea97baf11b7692a5abac795f9a8ad149faddc6c3fae99a65ea1162f058a4fa00c8ab3b5fca564ff29967195679723b4839da254f6ba38f50e850d8e6e8fe6891c992ddbe7852002618bac6e8788a31f7fa8a8a544bf07ff51887514e4ac6b9c7b821dfe81bf5f55f19a2828939eca5b3baff4d1c7b0d4fdce8418c59e8e0cedbf967221479bbb9a48ac71ee5e8b1fdfe0a79bbfffb74014758b0ff0089ec9cdc9a03836f9af5573629964a5199d2a1d4a8cfb37c38c51705f9c844bc8ac2ae2ffb34ba27ab10310f3bd2dce5c9f693d489aa61faaa7f02100ac4e6cbc8c10
1196,30/08/2021,36,Indonesia,bc0998ff9383b8ae
1014,28/08/2021,35,Australia,bbd4ae27060bbb9586278b25ba768161a0abb8622ce4b619471b87cf61c295446828a8233422b305a6258f3ee5c3aa8072c784813bf4a86b8619b5f1fb8e99d245d580576cd5a43cc30da706debbb8b02d2f87cd04678f27d361b25a3346aeebc7008e635afb94ced19dbb8c874687d1339d9a02dda08b4e988a94d0d4cdb8385f14a42f2c26bbe4dc7dbe3de644a2dc9ac4b3da0b7b92830c5384cbb5599cb8d167886cd0d5a4ace1d2aaf68dce813c59a8bccb779c8c1d1b42be987bae8a7e9d47b9ca51459476fe10a518974384ebe2688256c8448f1a8d37a6e1f028908fab67bdc3ffb59a1142c886c83261a30b5be8a89d6f709248d82682112a81a8161370b53fb0c5a719c793a4456a1da9de286788c0df2bafbb9c8f85a1696ab84603f4b1b32456aed15ad8a11bd9018eb1f56785717b328725d77f98e63819904e622c94ffb2c4ab42dd19bf947e5fab9aad68bbd5a900bcd48d97ac2a8411a119797cbbab42298a72e0af942744fd9899a68eb0e1f01aaf0af774a56f7f2d9e5c387809390be375002845ad581ac32d634af346b05bf8636f29da382c08d90168ab3c905e8995e2dbd935eb7778dfa3b0486c8ae11b13610ab8e54aebf9da6e9ca8a9517aba13342dd8f14ed72b357b487b9edec75bfa348386654f319e2b2fbfb67197389ce45d2e8bf41d3c9866bba397c8f4a597a068efb5d8fa1d810e00b5b2ce21ab92c25fa18965
774,25/08/2021,35,Cambodia,bb9489d4
105,10/08/2021,33,Australia,bb679f6ba583baf346f8a9a4f6f496b812c9a334d76292ba2367b53187a8a703a58487022f919b8951a59bcb
420,20/08/2021,34,Israel,bb329e74771f9f6de0c29656bd9a8df2ec0a811161eda4d18a5bbada1532a3df6ad5a2e8a7b49bb9
716,24/08/2021,35,Ecuador,bb02af4ef580bf0d6aafbc0c6fec87411421902434ba81ff7cc9a91d20c1b39f789593c9
1192,30/08/2021,36,Honduras,bafba87408e3baf0bb40bd3b12b2ba14
289,18/08/2021,34,Chile,baf2b975902983317cdaae41659891d4ce398667c793812c
686,23/08/2021,35,Singapore,bac28b6273b08b246d3fa0fff4949a3ea2099a106e9b8346eaccb58493f19b7b
1050,28/08/2021,35,Kuwait,bab7898baee497a6387889494856a07d9b7f8fb7080a98b9fe929663e37aa747f8d1bfc37a9fb55f
1174,30/08/2021,36,Brazil,ba4b85fe19e396ce2171843c6296a1b209d6af67
729,24/08/2021,35,Iraq,ba41917b
1146,29/08/2021,36,Peru,ba0f9bd5ddd1a16cdf97a43de20480f6e0c5a187b00e9582d37b8ac8613c9d66266ba03e83b88f51952abbe25648b3b6f6578a3f01e7a1d8
766,24/08/2021,35,Venezuela (Bolivarian Republic of),b9e5a2af
1264,31/08/2021,36,Guatemala,b9dc96ade69f9d18
398,20/08/2021,34,Canada,b9c28e7e14cc857d937fbd73e7e1a5cbe7af8169c905b51e6c3dbc23217287905b48bb17f7ff996f5bd08faf6905b0534552bd0d592b941b9d8d922efd148f6c3e4d8b914ec78b8119a59206c2b88fa70f6abe35eaf29ed882d1bd7d90108247954b8cfa516e8adfc8f6a57dcff5854b7caa921a92f18c71488288c11c4695996e06851e3f8fb2bcec119c4f6b19a2a06cd3a27fe6449c6c22e4a0409fe3890bf8208f9fcec5ba99bb4eb166582fa63bd230bf14fc97830c4486960b83c38384704932076ce962bd9d282de4dccbcbd213d9dfd2dc98c9cbe4ca0fe83cc884c02a694288f58b853a71d81c5958c8ddc6e6f8cfcfb7aba66ac0181d43624beef7c49913e865683ed65808b641479bbcfdae89732b34e9a6c9e818b12c93e9c8b5b75a87474ce865ab73ea78f5d68835b57a6a2d65aabbc426d35b1682043ad75855c8c387807bb1cfdf5848072308ade684c938dde6095a07af6bdad88d7bb748dfca835ead888bf9e48912bbf7691fd4fb6aac6be58b84297ee989eb58f8b36cc839193c276940a2687b9576f00a14b025aad6e64d89242d373a3e3e5ca81b7a3a4876a2f1ca5ed43b0a79661dc9003f648986d99e4ab66a11aaff1be31968dd5d6ba0b0c68bd4e72c5ab347f34928f7cd1a4ef9a32b55642589fd65d9a859c92c8afe24c7c97f482bdab34686590dc5ed0a21df9bd872a29adb6d6e6d293494a2a9ed674d39945b708acee4fcabe944636821d1418a601d955b6fdb4ae95d8a883b7df4e299295
